OBJECTID1,CountyName,StateAbbr,asd_code,asd_desc,county_code,BeefCows,Hogs,MilkCows,OtherCattle,CornAcresPlanted,CornGrainAcresHarvested,CornGrainYield_bupacre,CornSilageAcresHarvested,CornSilageYield_tonspacre,SoybeansAcresHarvested,SoybeansAcresPlanted,SoybeansYield_bupacre,Year,MEAN_Nrate_lbperac,CommercialN_kg_ha,ManureN_kg_ha,GrainN_kg_ha,FixatedN_kg_ha,NitrogenSurplus_kg_ha
1750,Henry,IA,90,SOUTHEAST,87,6752.8,88334.4,291.2,2078,90300,88600,134.1,1600,17.5,71100,71300,52.1,1/1/1998 0:00,51.27875814,57.48349,20.42107,154.9349,80.82461,3.79427
1751,Henry,IA,90,SOUTHEAST,87,5064.6,88522.8,218.4,4156,81000,78400,131.1,2500,10.9,76800,77000,40.1,1/1/1999 0:00,52.37220697,58.70924,20.53534,134.4551,57.65611,2.44559
1752,Henry,IA,90,SOUTHEAST,87,3376.4,88711.2,145.6,6234,83000,80800,143.7,2000,14.1,74800,75000,40.8,1/1/2000 0:00,52.65929183,59.03107,20.18431,139.6828,57.95506,-2.51236
1753,Henry,IA,90,SOUTHEAST,87,1688.2,88899.6,72.8,8312,70000,68000,142.9,1600,19.8,77200,78000,43.3,1/1/2001 0:00,47.60373693,53.36379,21.17337,148.6517,71.46943,-2.64511
1754,Henry,IA,90,SOUTHEAST,87,0,89088,0,10390,86000,84000,157.1,1500,16,71800,72000,47.4,1/1/2002 0:00,43.72008749,49.01022,19.48226,156.75,71.89793,-16.35959
1755,Henry,IA,90,SOUTHEAST,87,0,90457.4,0,9684.2,85000,83700,160.7,1100,20,73700,74000,35.7,1/1/2003 0:00,50.29754222,56.38354,19.18123,135.2363,43.98951,-15.68202
1756,Henry,IA,90,SOUTHEAST,87,0,91826.8,0,8978.4,84500,83500,182.2,800,23.8,72800,73000,54.1,1/1/2004 0:00,51.74775692,58.00924,19.18371,180.5443,89.91777,-13.43358
1757,Henry,IA,90,SOUTHEAST,87,0,93196.2,0,8272.6,85000,84000,153,900,17.8,72100,72500,51.4,1/1/2005 0:00,56.46698354,63.29949,19.00352,163.1587,82.58218,1.72649
1758,Henry,IA,90,SOUTHEAST,87,0,94565.6,0,7566.8,80000,78700,167.9,1000,16.9,74100,74500,49.3,1/1/2006 0:00,55.15209716,61.8255,19.18882,166.9482,81.03317,-4.90071
1759,Henry,IA,90,SOUTHEAST,87,0,95935,0,6861,91000,89500,181.5,1100,20.9,63400,63500,51.1,1/1/2007 0:00,53.30470962,59.75458,19.00512,169.8817,73.06843,-18.05357
1760,Henry,IA,90,SOUTHEAST,87,0,90405,0,7391.4,86500,85000,178,,,69100,70000,48,1/1/2008 0:00,60.96557976,68.34241,18.19816,165.3558,72.02173,-6.7935
1761,Henry,IA,90,SOUTHEAST,87,0,84875,0,7921.8,82500,81400,155.9,,,67400,68000,52,1/1/2009 0:00,49.77695086,55.79996,18.3371,164.5401,82.52474,-7.8783
1762,Henry,IA,90,SOUTHEAST,87,0,79345,0,8452.2,81000,77000,109,,,65300,65900,49.7,1/1/2010 0:00,48.63818204,54.5234,18.18553,141.8446,76.35757,7.2219
1763,Henry,IA,90,SOUTHEAST,87,0,73815,0,8982.6,83500,80400,123.2,1000,12.5,67500,69100,44.5,1/1/2011 0:00,61.35320723,68.77695,16.92775,137.0142,64.3439,13.0344
1764,Henry,IA,90,SOUTHEAST,87,0,68285,0,9513,82500,80700,132,,,66100,67000,50.3,1/1/2012 0:00,51.72582292,57.98465,16.68827,151.224,77.73583,1.18475
1765,Henry,IA,90,SOUTHEAST,87,0,84484.4,0,9457,78500,76000,160.4,400,19,69700,70200,45.3,1/1/2013 0:00,46.88786025,52.56129,19.39804,155.238,69.12457,-14.1541
1766,Henry,IA,90,SOUTHEAST,87,0,100683.8,0,9401,81400,80100,196.6,,,69400,69800,56.1,1/1/2014 0:00,53.21220129,59.65088,21.65399,190.102,94.55038,-14.24675
1767,Henry,IA,90,SOUTHEAST,87,0,116883.2,0,9345,79700,78000,178.4,,,70400,70800,55.8,1/1/2015 0:00,46.301269,51.90372,24.34336,183.3803,95.588,-11.54522
1768,Henry,IA,90,SOUTHEAST,87,0,133082.6,0,9289,84500,83300,199,,,69200,69500,57.2,1/1/2016 0:00,48.94178794,54.86374,26.31993,192.2203,95.11632,-15.92031
1769,Henry,IA,90,SOUTHEAST,87,0,149282,0,9233,82500,81300,196.4,,,72100,72500,60.5,1/1/2017 0:00,49.70330521,55.7174,28.66364,199.4804,106.9274,-8.17196
1770,Henry,IA,90,SOUTHEAST,87,0,165481.4,0,9177,81100,79700,189.7,,,67300,67800,62.3,1/1/2018 0:00,45.37562274,50.86607,32.45438,198.9358,108.5234,-7.09195
1771,Henry,IA,90,SOUTHEAST,87,0,181680.8,0,9121,76200,74900,164.5,,,68200,68800,56.9,1/1/2019 0:00,45.840499,51.3872,36.01414,180.4857,99.23301,6.14865
1772,Hamilton,IA,50,CENTRAL,79,1673,447999,340,0,170600,169700,145.1,300,20,156300,157700,45.2,1/1/1997 0:00,66.55926464,74.61294,34.11108,149.2143,70.07458,29.5843
1773,Hamilton,IA,50,CENTRAL,79,1338.4,451849.2,272,732.2,173600,173200,147.1,400,17.8,154000,154500,47.9,1/1/1998 0:00,65.19397038,73.08244,34.43671,154.7027,75.5686,28.38505
1774,Hamilton,IA,50,CENTRAL,79,1003.8,455699.4,204,1464.4,161000,160500,156,300,22.7,153800,154000,45.3,1/1/1999 0:00,62.31925064,69.85988,36.18636,154.4089,71.58409,23.22143
1775,Hamilton,IA,50,CENTRAL,79,669.2,459549.6,136,2196.6,165000,164200,154.4,,,147900,148000,39.9,1/1/2000 0:00,67.39157658,75.54596,36.73714,141.5437,55.42955,26.16895
1776,Hamilton,IA,50,CENTRAL,79,334.6,463399.8,68,2928.8,162000,160800,163.6,,,151000,152000,42.2,1/1/2001 0:00,54.29053308,60.85969,36.93867,150.4484,62.766,10.11596
1777,Hamilton,IA,50,CENTRAL,79,0,467250,0,3661,168000,166500,182.6,700,28.6,139400,140000,49.4,1/1/2002 0:00,57.60940929,64.58015,37.98299,170.5015,76.63152,8.69316
1778,Hamilton,IA,50,CENTRAL,79,400.6,467138.2,140.2,4085.4,169000,166000,166.9,,,138400,139000,34.4,1/1/2003 0:00,65.31349806,73.21643,38.35439,134.7264,39.48382,16.32824
1779,Hamilton,IA,50,CENTRAL,79,801.2,467026.4,280.4,4509.8,176500,175500,181.4,,,130500,131000,49.6,1/1/2004 0:00,66.21086739,74.22238,38.78875,168.0966,72.28246,17.19699
1780,Hamilton,IA,50,CENTRAL,79,1201.8,466914.6,420.6,4934.2,177000,176000,189,,,128400,129000,52.5,1/1/2005 0:00,72.52383595,81.29922,39.35271,176.2476,78.13775,22.54208
1781,Hamilton,IA,50,CENTRAL,79,1602.4,466802.8,560.8,5358.6,183500,183300,184.7,,,123600,124000,49.4,1/1/2006 0:00,68.85228546,77.18341,39.53274,167.3316,67.98399,17.36854
1782,Hamilton,IA,50,CENTRAL,79,2003,466691,701,5783,209000,207900,180.5,,,98900,99000,50.4,1/1/2007 0:00,87.92970631,98.5692,39.83995,160.5164,55.92728,33.82003
1783,Hamilton,IA,50,CENTRAL,79,1602.4,502860.2,560.8,5603.8,204000,197000,157,,,106500,107000,47,1/1/2008 0:00,82.63566196,92.63457,41.98019,146.4603,53.53899,41.69345
1784,Hamilton,IA,50,CENTRAL,79,1201.8,539029.4,420.6,5424.6,200000,199000,167.5,,,110100,112000,44.5,1/1/2009 0:00,74.02308195,82.97987,44.36209,148.0891,51.00906,30.26192
1785,Hamilton,IA,50,CENTRAL,79,801.2,575198.6,280.4,5245.4,200500,199500,169.6,,,111800,112000,48.1,1/1/2010 0:00,81.7092872,91.59611,46.80354,154.8492,57.90334,41.45379
1786,Hamilton,IA,50,CENTRAL,79,400.6,611367.8,140.2,5066.2,209000,207500,180.6,,,104300,105000,52.5,1/1/2011 0:00,102.9151226,115.3679,49.08039,164.6005,61.98009,61.82788
1787,Hamilton,IA,50,CENTRAL,79,0,647537,0,4887,218000,215000,138,,,94300,94600,45.8,1/1/2012 0:00,107.1691801,120.1367,51.81182,131.1454,45.12878,85.9319
1788,Hamilton,IA,50,CENTRAL,79,302.2,720298.4,35.8,4082,197000,194100,135,,,101600,102000,38,1/1/2013 0:00,94.07163088,105.4543,60.01787,121.8263,36.48575,80.13162
1789,Hamilton,IA,50,CENTRAL,79,604.4,793059.8,71.6,3277,196000,194400,173.1,,,113900,114500,46.1,1/1/2014 0:00,80.95840996,90.75438,63.42773,154.1426,55.5896,55.62911
1790,Hamilton,IA,50,CENTRAL,79,906.6,865821.2,107.4,2472,195000,191700,198.1,,,115000,115500,54.3,1/1/2015 0:00,82.14634789,92.08606,69.06048,179.3363,72.56673,54.37697
1791,Hamilton,IA,50,CENTRAL,79,1208.8,938582.6,143.2,1667,210000,208500,209,,,102600,103000,61,1/1/2016 0:00,87.8358997,98.46404,74.09663,190.3284,76.11689,58.34916
1792,Hamilton,IA,50,CENTRAL,79,1511,1011344,179,862,192500,192200,194.6,,,114300,115000,57.2,1/1/2017 0:00,89.59303295,100.4338,81.10964,182.1881,78.82131,78.17665
1793,Hamilton,IA,50,CENTRAL,79,1813.2,1084105.4,214.8,57,192500,190100,188.9,,,115100,116500,49.9,1/1/2018 0:00,80.54200476,90.28759,86.37599,168.139,64.58121,73.10579
1794,Hamilton,IA,50,CENTRAL,79,2115.4,1156866.8,250.6,-748,195500,194000,198.2,,,110200,111000,51.4,1/1/2019 0:00,81.50187429,91.3636,92.78678,173.7573,64.97128,75.36436
1795,Kossuth,IA,20,NORTH CENTRAL,109,4931,319591,1029,0,290300,286100,147.2,3400,19,250500,251600,43.8,1/1/1997 0:00,70.26554942,78.76768,15.94241,146.1317,64.21719,12.79558
1796,Kossuth,IA,20,NORTH CENTRAL,109,5105,340361.2,949.6,5005.8,305100,301800,148.5,3100,18.7,247100,247700,46.9,1/1/1998 0:00,67.5925505,75.77125,17.35118,151.3435,69.48534,11.26427
1797,Kossuth,IA,20,NORTH CENTRAL,109,5279,361131.4,870.2,10011.6,300000,291200,150.7,3900,19.6,252300,259000,41.9,1/1/1999 0:00,63.98456555,71.7267,18.86274,143.5165,59.32413,6.39707
1798,Kossuth,IA,20,NORTH CENTRAL,109,5453,381901.6,790.8,15017.4,306000,302100,157.6,3600,20.8,250600,251000,45.9,1/1/2000 0:00,68.25316785,76.5118,20.64059,153.3733,67.44375,11.22284
1799,Kossuth,IA,20,NORTH CENTRAL,109,5627,402671.8,711.4,20023.2,293000,288100,138.1,3300,18.4,261800,264000,40.6,1/1/2001 0:00,55.47954271,62.19257,22.35071,136.7796,57.35514,5.11882
1800,Kossuth,IA,20,NORTH CENTRAL,109,5801,423442,632,25029,298000,294000,163.3,3300,19.1,245500,246000,48.1,1/1/2002 0:00,61.24816358,68.65919,24.63581,160.1152,73.05869,6.23849
1801,Kossuth,IA,20,NORTH CENTRAL,109,5607,488227.6,810.4,26162.8,299500,295000,170.7,4000,21.6,253900,255000,33.7,1/1/2003 0:00,66.58422253,74.64091,27.20522,135.0384,38.49358,5.30131
1802,Kossuth,IA,20,NORTH CENTRAL,109,5413,553013.2,988.8,27296.6,312000,308000,178.4,2500,16.4,238600,240000,43,1/1/2004 0:00,66.94693282,75.04751,30.3781,155.2396,58.25507,8.44108
1803,Kossuth,IA,20,NORTH CENTRAL,109,5219,617798.8,1167.2,28430.4,308000,305000,187.5,2200,18.2,230300,231500,54.7,1/1/2005 0:00,75.35891498,84.47734,34.20227,180.4117,84.63789,22.9058
1804,Kossuth,IA,20,NORTH CENTRAL,109,5025,682584.4,1345.6,29564.2,306000,303500,177.2,2200,19.2,232200,233000,53.1,1/1/2006 0:00,69.13275177,77.49782,37.35721,173.4164,81.52579,22.96442
1805,Kossuth,IA,20,NORTH CENTRAL,109,4831,747370,1524,30698,339500,336400,178.6,2500,21.5,202600,203000,52.5,1/1/2007 0:00,89.51997501,100.3519,40.21926,167.4908,69.35677,42.43713
1806,Kossuth,IA,20,NORTH CENTRAL,109,4831.2,719783.4,1335,29363.6,320000,315500,171,,,224500,225500,48,1/1/2008 0:00,87.52135027,98.11143,38.48891,159.8843,66.56281,43.27885
1807,Kossuth,IA,20,NORTH CENTRAL,109,4831.4,692196.8,1146,28029.2,320000,317000,191.6,,,223500,224500,52.5,1/1/2009 0:00,77.05256658,86.37593,37.04766,176.6626,76.42071,23.1817
1808,Kossuth,IA,20,NORTH CENTRAL,109,4831.6,664610.2,957,26694.8,311000,307000,184,,,233000,233500,52.9,1/1/2010 0:00,75.04799377,84.1288,35.53572,175.7164,80.41177,24.35989
1809,Kossuth,IA,20,NORTH CENTRAL,109,4831.8,637023.6,768,25360.4,326500,321500,179.9,,,218000,220000,49,1/1/2011 0:00,93.78038276,105.1278,33.89927,164.6191,66.99701,41.40498
1810,Kossuth,IA,20,NORTH CENTRAL,109,4832,609437,579,24026,327000,320500,164.6,,,218500,219500,47.6,1/1/2012 0:00,91.20617235,102.2421,32.39287,155.5396,63.80455,42.89992
1811,Kossuth,IA,20,NORTH CENTRAL,109,3865.6,606773.2,463.2,23256,309500,301000,167.7,,,197900,199000,42.9,1/1/2013 0:00,86.13609493,96.55856,34.25455,148.1781,52.22371,34.85872
1812,Kossuth,IA,20,NORTH CENTRAL,109,2899.2,604109.4,347.4,22486,330000,324000,176.6,,,213500,216000,46.5,1/1/2014 0:00,79.58569782,89.21557,31.38127,158.3384,60.49187,22.75031
1813,Kossuth,IA,20,NORTH CENTRAL,109,1932.8,601445.6,231.6,21716,318500,312500,199,,,221500,222500,61,1/1/2015 0:00,78.75509916,88.28447,31.14586,195.1532,95.13074,19.40787
1814,Kossuth,IA,20,NORTH CENTRAL,109,966.4,598781.8,115.8,20946,338000,334000,204.7,,,199400,205500,63.4,1/1/2016 0:00,84.06367761,94.23538,30.47957,196.9404,92.36446,20.13901
1815,Kossuth,IA,20,NORTH CENTRAL,109,0,596118,0,20176,311500,308000,205.6,,,217500,218500,60.4,1/1/2017 0:00,85.68378763,96.05153,30.71959,196.8454,94.02206,23.94778
1816,Kossuth,IA,20,NORTH CENTRAL,109,-966.4,593454.2,-115.8,19406,304000,295500,180.2,,,219000,220500,54.2,1/1/2018 0:00,77.18555742,86.52501,30.49975,175.9492,81.78525,22.86081
1817,Kossuth,IA,20,NORTH CENTRAL,109,-1932.8,590790.4,-231.6,18636,315000,310000,198.7,,,203000,204500,57.4,1/1/2019 0:00,78.16639208,87.62453,30.24611,186.6899,83.39139,14.57213
1818,Page,IA,70,SOUTHWEST,145,15961,60589,77,0,94400,93000,133.5,1100,19.3,101100,102400,45.3,1/1/1997 0:00,55.75088728,62.49675,18.54171,148.9287,76.18706,8.29682
1819,Page,IA,70,SOUTHWEST,145,15730,57784.6,94.6,4285.8,102200,100300,126.5,1800,15.4,97600,98000,39.2,1/1/1998 0:00,57.93724033,64.94765,19.61807,130.6922,55.53072,9.40424
1820,Page,IA,70,SOUTHWEST,145,15499,54980.2,112.2,8571.6,96000,94100,123.2,1800,13.9,101800,102000,41.3,1/1/1999 0:00,57.59586464,64.56496,21.24275,136.2014,64.28851,13.89482
1821,Page,IA,70,SOUTHWEST,145,15268,52175.8,129.8,12857.4,101000,99100,136.3,1600,16.5,98800,99000,43.1,1/1/2000 0:00,55.38273747,62.08405,22.42297,143.1618,66.59103,7.93625
1822,Page,IA,70,SOUTHWEST,145,15037,49371.4,147.4,17143.2,96000,94300,133.3,1300,17.2,101600,103000,45.6,1/1/2001 0:00,50.98903652,57.15871,23.93528,149.3124,76.62579,8.40738
1823,Page,IA,70,SOUTHWEST,145,14806,46567,165,21429,106000,103000,100,2000,10.5,99000,100000,36.8,1/1/2002 0:00,49.03505045,54.96829,24.47403,115.3909,48.76958,12.821
1824,Page,IA,70,SOUTHWEST,145,11844.8,40582.2,132,19923.8,99000,97000,126.3,1500,16,104600,105000,30.1,1/1/2003 0:00,52.96236655,59.37081,21.36063,112.2252,33.06505,1.57129
1825,Page,IA,70,SOUTHWEST,145,8883.6,34597.4,99,18418.6,105000,103500,179.9,1400,17.9,101500,102000,50.3,1/1/2004 0:00,59.75846136,66.98923,17.74632,174.46,85.47074,-4.25371
1826,Page,IA,70,SOUTHWEST,145,5922.4,28612.6,66,16913.4,105000,103500,164.7,1400,17.5,103900,104500,50.8,1/1/2005 0:00,63.65442644,71.35661,14.26925,170.4066,87.86912,3.08838
1827,Page,IA,70,SOUTHWEST,145,2961.2,22627.8,33,15408.2,105000,104300,152.5,600,16.5,103200,103500,47.6,1/1/2006 0:00,61.47009569,68.90797,11.05673,158.6655,78.85724,0.15644
1828,Page,IA,70,SOUTHWEST,145,0,16643,0,13903,108500,107000,139.5,1000,15.6,100700,101000,52.2,1/1/2007 0:00,66.79228,74.87415,7.73865,162.1539,88.57531,9.03421
1829,Page,IA,70,SOUTHWEST,145,0,17074.8,0,14712.6,102000,99000,133,,,106600,107500,37.5,1/1/2008 0:00,69.54274561,77.95742,8.126825,131.1151,53.49343,8.462575
1830,Page,IA,70,SOUTHWEST,145,0,17506.6,0,15522.2,111000,110800,176.8,150,20,104400,105000,53,1/1/2009 0:00,62.65663602,70.23809,8.258762,178.0837,91.41482,-8.172028
1831,Page,IA,70,SOUTHWEST,145,0,17938.4,0,16331.8,110000,109000,150.1,,,107200,108000,47.8,1/1/2010 0:00,51.05654987,57.23439,8.556034,158.0571,79.23567,-13.03101
1832,Page,IA,70,SOUTHWEST,145,0,18370.2,0,17141.4,114500,107000,136.2,,,101200,109500,37.8,1/1/2011 0:00,64.43833501,72.23537,8.689902,130.9221,51.75439,1.757562
1833,Page,IA,70,SOUTHWEST,145,0,18802,0,17951,113000,111200,116.2,,,112600,113000,45.8,1/1/2012 0:00,60.52678151,67.85052,8.972836,141.9406,74.56267,9.445426
1834,Page,IA,70,SOUTHWEST,145,2404.6,19341.6,1.6,18118.2,116000,113700,154.5,300,17.5,110500,111000,44.4,1/1/2013 0:00,59.37802642,66.56277,10.49003,152.2161,69.21902,-5.94428
1835,Page,IA,70,SOUTHWEST,145,4809.2,19881.2,3.2,18285.4,113000,111600,182.4,,,114800,115500,54.7,1/1/2014 0:00,61.92394759,69.41675,11.96768,185.97,99.70135,-4.88422
1836,Page,IA,70,SOUTHWEST,145,7213.8,20420.8,4.8,18452.6,110500,108200,165.8,,,108000,108500,49.8,1/1/2015 0:00,49.87717617,55.91232,14.10041,168.5264,84.59631,-13.91736
1837,Page,IA,70,SOUTHWEST,145,9618.4,20960.4,6.4,18619.8,118000,116800,185.8,,,108200,108500,57.5,1/1/2016 0:00,52.8792688,59.27766,15.19368,190.4458,101.7377,-14.23676
1838,Page,IA,70,SOUTHWEST,145,12023,21500,8,18787,110000,108400,193.1,,,114200,115000,55.4,1/1/2017 0:00,53.71767383,60.21751,16.86553,191.9729,102.7483,-12.14156
1839,Page,IA,70,SOUTHWEST,145,14427.6,22039.6,9.6,18954.2,115500,113800,188.1,,,107700,108500,50.5,1/1/2018 0:00,48.71886444,54.61385,18.5184,177.2585,84.5412,-19.58505
1840,Page,IA,70,SOUTHWEST,145,16832.2,22579.2,11.2,19121.4,113500,112200,191.4,,,109700,110500,55.9,1/1/2019 0:00,49.25866589,55.21896,20.09597,190.6193,100.5021,-14.80227
1841,Tama,IA,50,CENTRAL,171,13533,101715,1432,0,160000,157900,136.5,1600,18.4,136600,137800,48.6,1/1/1997 0:00,58.82881173,65.9471,15.35039,151.2276,76.00933,6.07922
1842,Tama,IA,50,CENTRAL,171,13478,95526.6,1340.6,4057.8,164800,162000,139.9,2600,16.6,136200,136700,51.7,1/1/1998 0:00,57.56533928,64.53075,15.75881,157.9227,82.07652,4.44338
1843,Tama,IA,50,CENTRAL,171,13423,89338.2,1249.2,8115.6,154000,152000,150.3,1900,23,142200,143000,50,1/1/1999 0:00,57.85122266,64.85122,16.60342,161.529,82.73457,2.66021
1844,Tama,IA,50,CENTRAL,171,13368,83149.8,1157.8,12173.4,158000,155100,144.9,2200,16,142600,143000,45.6,1/1/2000 0:00,58.66934809,65.76834,16.98057,149.9233,70.3332,3.15881
1845,Tama,IA,50,CENTRAL,171,13313,76961.4,1066.4,16231.2,153000,150200,156.8,1900,22.1,144200,145000,50.1,1/1/2001 0:00,48.6124077,54.49451,17.75532,164.8676,83.87325,-8.74452
1846,Tama,IA,50,CENTRAL,171,13258,70773,975,20289,162000,159000,186.8,1500,28.7,139400,140000,53.1,1/1/2002 0:00,50.13756624,56.20421,18.11596,180.4848,87.42768,-18.73695
1847,Tama,IA,50,CENTRAL,171,12988.8,80372.8,959,21824.4,160000,157500,156.2,2000,21,142400,143000,31.2,1/1/2003 0:00,57.3012823,64.23474,19.14099,124.5177,33.12503,-8.01694
1848,Tama,IA,50,CENTRAL,171,12719.6,89972.6,943,23359.8,165000,163500,186.5,1000,16,139600,140000,53,1/1/2004 0:00,56.97888719,63.87333,20.09317,179.5728,86.31956,-9.28674
1849,Tama,IA,50,CENTRAL,171,12450.4,99572.4,927,24895.2,168000,167000,181.4,800,18.1,136800,137500,57.4,1/1/2005 0:00,62.04491184,69.55235,21.13622,185.0992,95.34653,0.9359
1850,Tama,IA,50,CENTRAL,171,12181.2,109172.2,911,26430.6,161000,160300,172.7,400,19.8,140500,141000,54.8,1/1/2006 0:00,58.25677502,65.30585,22.46958,178.3309,92.34348,1.78801
1851,Tama,IA,50,CENTRAL,171,11912,118772,895,27966,177000,175700,174.8,,,117800,121500,55.2,1/1/2007 0:00,67.37522731,75.52763,23.83421,172.8576,81.38587,7.89011
1852,Tama,IA,50,CENTRAL,171,11842.4,113797.4,834.2,26697.4,159500,156000,179,,,138400,139500,49.5,1/1/2008 0:00,68.69187818,77.00359,22.94921,170.4056,78.90848,8.45568
1853,Tama,IA,50,CENTRAL,171,11772.8,108822.8,773.4,25428.8,174000,172500,182.3,,,133600,134000,54.5,1/1/2009 0:00,65.22907831,73.1218,21.45817,178.4675,85.34379,1.45626
1854,Tama,IA,50,CENTRAL,171,11703.2,103848.2,712.6,24160.2,168000,165000,176.7,,,138100,138500,55.4,1/1/2010 0:00,52.79420773,59.18231,20.73873,179.8828,90.84033,-9.12143
1855,Tama,IA,50,CENTRAL,171,11633.6,98873.6,651.8,22891.6,180000,174100,162,,,127200,128000,57.9,1/1/2011 0:00,72.6947664,81.49083,19.81729,174.5356,89.16197,15.93449
1856,Tama,IA,50,CENTRAL,171,11564,93899,591,21623,172500,169100,160.2,,,137400,138000,52.7,1/1/2012 0:00,61.87836916,69.36565,18.84389,167.1418,82.85837,3.92611
1857,Tama,IA,50,CENTRAL,171,12376,94717.6,590.2,22304.6,173000,169500,158.7,,,135200,136000,46.6,1/1/2013 0:00,62.19150389,69.71667,19.54784,154.3796,67.53815,2.42306
1858,Tama,IA,50,CENTRAL,171,13188,95536.2,589.4,22986.2,164000,161400,182.7,,,141500,142500,53.4,1/1/2014 0:00,52.88500845,59.2841,20.32476,179.4693,88.43648,-11.42396
1859,Tama,IA,50,CENTRAL,171,14000,96354.8,588.6,23667.8,169500,166600,189.5,,,138300,139000,57.9,1/1/2015 0:00,58.17969699,65.21944,20.80646,189.7247,96.6674,-7.0314
1860,Tama,IA,50,CENTRAL,171,14812,97173.4,587.8,24349.4,166500,163800,208.4,,,140900,141500,63.5,1/1/2016 0:00,61.85773882,69.34252,21.45471,209.3565,112.4757,-6.08357
1861,Tama,IA,50,CENTRAL,171,15624,97992,587,25031,168000,166000,220.6,,,139700,140500,59.5,1/1/2017 0:00,62.93847164,70.55402,22.0334,205.7485,101.6503,-11.51078
1862,Tama,IA,50,CENTRAL,171,16436,98810.6,586.2,25712.6,171500,169200,224.3,,,141400,143000,60.1,1/1/2018 0:00,56.95103242,63.84211,22.21482,208.256,102.9603,-19.23877
1863,Tama,IA,50,CENTRAL,171,17248,99629.2,585.4,26394.2,176000,174000,204.8,,,135200,136500,53.4,1/1/2019 0:00,57.59159701,64.56018,22.96261,185.8544,83.08635,-15.24526
1864,Montgomery,IA,70,SOUTHWEST,137,10046,38490,247,0,83900,82800,134.5,800,16.9,83600,84400,44.8,1/1/1997 0:00,58.22921847,65.27496,13.91496,146.4419,72.07282,4.82084
1865,Montgomery,IA,70,SOUTHWEST,137,9811.4,34392,250,3500.4,88800,86900,140.6,1600,15.2,83900,84200,43.9,1/1/1998 0:00,58.37598092,65.43948,14.54942,145.795,67.58031,1.77421
1866,Montgomery,IA,70,SOUTHWEST,137,9576.8,30294,253,7000.8,87000,85500,127.3,1400,14.9,87600,88000,40.2,1/1/1999 0:00,58.93955297,66.07124,15.38406,134.1299,59.76357,7.08897
1867,Montgomery,IA,70,SOUTHWEST,137,9342.2,26196,256,10501.2,89000,87200,141.6,1500,18.9,87900,88000,42.2,1/1/2000 0:00,58.39136042,65.45672,16.19985,143.4052,64.46439,2.71576
1868,Montgomery,IA,70,SOUTHWEST,137,9107.6,22098,259,14001.6,86000,84300,132.9,1300,14,88800,90000,44.2,1/1/2001 0:00,50.44169503,56.54514,17.28713,145.5275,71.83363,0.1384
1869,Montgomery,IA,70,SOUTHWEST,137,8873,18000,262,17502,92500,90000,141.1,1400,13.6,86800,87000,45.6,1/1/2002 0:00,50.67667407,56.80855,17.92588,149.5531,71.75391,-3.06476
1870,Montgomery,IA,70,SOUTHWEST,137,8716.2,15964.6,254.8,18255.6,90000,88000,129.5,1300,15.4,93600,94000,30.3,1/1/2003 0:00,56.84948906,63.72828,17.45381,113.6938,33.37102,0.85931
1871,Montgomery,IA,70,SOUTHWEST,137,8559.4,13929.2,247.6,19009.2,93000,92000,183.3,900,16.7,88500,89000,51.5,1/1/2004 0:00,60.48817734,67.80724,17.61157,177.8748,87.99427,-4.46172
1872,Montgomery,IA,70,SOUTHWEST,137,8402.6,11893.8,240.4,19762.8,94000,92500,158.1,1100,17.1,90000,90500,48.3,1/1/2005 0:00,64.89023151,72.74195,17.33936,161.8674,79.77833,7.99224
1873,Montgomery,IA,70,SOUTHWEST,137,8245.8,9858.4,233.2,20516.4,92000,90900,163.9,1000,18.3,88700,89000,50.6,1/1/2006 0:00,59.8965244,67.144,17.64042,168.9964,86.08775,1.87577
1874,Montgomery,IA,70,SOUTHWEST,137,8089,7823,226,21270,96000,94500,145.1,,,85400,85500,51.9,1/1/2007 0:00,75.77266127,84.94115,17.55769,162.4908,85.78547,25.79351
1875,Montgomery,IA,70,SOUTHWEST,137,6471.2,6258.4,180.8,19990.4,91000,89000,160,,,89300,90000,38,1/1/2008 0:00,71.72121935,80.39949,15.52219,141.0649,53.18122,8.038
1876,Montgomery,IA,70,SOUTHWEST,137,4853.4,4693.8,135.6,18710.8,95000,94100,191.2,850,22.5,86100,86500,56,1/1/2009 0:00,67.84231764,76.05124,13.40118,189.1104,97.35341,-2.30457
1877,Montgomery,IA,70,SOUTHWEST,137,3235.6,3129.2,90.4,17431.2,92000,90000,157,,,86800,87500,49.7,1/1/2010 0:00,51.69110083,57.94572,11.44908,164.2112,82.9721,-11.8443
1878,Montgomery,IA,70,SOUTHWEST,137,1617.8,1564.6,45.2,16151.6,96500,94000,153.2,,,84100,85800,45.9,1/1/2011 0:00,75.24529557,84.34998,9.204091,153.1727,70.44072,10.82209
1879,Montgomery,IA,70,SOUTHWEST,137,0,0,0,14872,97000,95100,132,,,85500,86500,42.6,1/1/2012 0:00,68.41813196,76.69672,7.088294,138.2828,62.14047,7.642684
1880,Montgomery,IA,70,SOUTHWEST,137,0,6756.8,0,15134.4,96500,93600,154,1600,17.5,87200,87600,45.9,1/1/2013 0:00,65.99526021,73.98069,8.08362,154.3283,71.21532,-1.04867
